,date,Africa,Asia,Europe,North America,Oceania,South America
53,2020-02-25,5.0,79192.0,338.0,59.0,22.0,0.0
54,2020-02-26,6.0,79937.0,444.0,63.0,23.0,0.0
55,2020-02-27,6.0,80901.0,556.0,68.0,23.0,1.0
56,2020-02-28,6.0,81942.0,880.0,76.0,24.0,1.0
57,2020-02-29,7.0,83331.0,1243.0,86.0,26.0,2.0
58,2020-03-01,7.0,84741.0,1624.0,94.0,26.0,2.0
59,2020-03-02,19.0,85680.0,2322.0,105.0,30.0,4.0
60,2020-03-03,23.0,87382.0,2896.0,135.0,30.0,9.0
61,2020-03-04,27.0,89493.0,3705.0,186.0,35.0,9.0
62,2020-03-05,40.0,90741.0,4863.0,246.0,46.0,22.0
63,2020-03-06,42.0,92747.0,6381.0,338.0,61.0,36.0
64,2020-03-07,56.0,94557.0,8117.0,428.0,68.0,60.0
65,2020-03-08,94.0,95840.0,10357.0,574.0,75.0,70.0
66,2020-03-09,102.0,96856.0,13055.0,738.0,82.0,88.0
67,2020-03-10,120.0,98042.0,16687.0,966.0,98.0,109.0
68,2020-03-11,133.0,99542.0,20546.0,1384.0,106.0,127.0
69,2020-03-12,148.0,100985.0,26652.0,1936.0,130.0,171.0
70,2020-03-13,178.0,102569.0,34494.0,2518.0,148.0,264.0
71,2020-03-14,251.0,104697.0,43398.0,3347.0,206.0,321.0
72,2020-03-15,337.0,106499.0,53559.0,4434.0,260.0,412.0
73,2020-03-16,409.0,108186.0,63173.0,5751.0,309.0,535.0
74,2020-03-17,508.0,110222.0,75073.0,8000.0,354.0,813.0
75,2020-03-18,627.0,112323.0,89447.0,10610.0,445.0,1101.0
76,2020-03-19,749.0,114464.0,107240.0,14106.0,615.0,1422.0
77,2020-03-20,940.0,116857.0,127739.0,19318.0,760.0,1829.0
78,2020-03-21,1146.0,119339.0,150704.0,25951.0,961.0,2147.0
79,2020-03-22,1368.0,122265.0,174391.0,33865.0,1187.0,3190.0
80,2020-03-23,1679.0,125365.0,194301.0,43582.0,1556.0,3493.0
81,2020-03-24,2078.0,129350.0,217958.0,54886.0,1918.0,4815.0
82,2020-03-25,2519.0,133762.0,247766.0,66230.0,2514.0,5777.0
83,2020-03-26,2940.0,138480.0,280617.0,78396.0,2772.0,6733.0
84,2020-03-27,3605.0,144782.0,316651.0,94482.0,3418.0,7524.0
85,2020-03-28,4274.0,151983.0,354148.0,114232.0,3900.0,8880.0
86,2020-03-29,4621.0,159218.0,389712.0,135819.0,4396.0,10366.0
87,2020-03-30,5176.0,166631.0,416743.0,157677.0,4759.0,11415.0
88,2020-03-31,5687.0,173898.0,444045.0,185409.0,5076.0,12395.0
89,2020-04-01,6243.0,182922.0,483071.0,202914.0,5484.0,13737.0
90,2020-04-02,6830.0,191249.0,519692.0,228057.0,5841.0,16245.0
91,2020-04-03,7689.0,199797.0,554169.0,258654.0,6151.0,18464.0
92,2020-04-04,8572.0,208488.0,591229.0,290896.0,6435.0,20209.0
93,2020-04-05,9296.0,215159.0,625248.0,324969.0,6679.0,22478.0
94,2020-04-06,10053.0,224938.0,649595.0,358963.0,6847.0,24494.0
95,2020-04-07,10725.0,234462.0,674990.0,388509.0,6984.0,26769.0
96,2020-04-08,11522.0,244283.0,707783.0,419331.0,7135.0,28767.0
97,2020-04-09,12202.0,254213.0,742449.0,450757.0,7266.0,32090.0
98,2020-04-10,12998.0,264150.0,776834.0,487729.0,7392.0,37104.0
99,2020-04-11,13765.0,275497.0,809364.0,524896.0,7501.0,43030.0
100,2020-04-12,14591.0,287784.0,839938.0,560644.0,7569.0,46393.0
101,2020-04-13,15314.0,299454.0,863754.0,594548.0,7619.0,49383.0
102,2020-04-14,16148.0,311064.0,885838.0,623685.0,7673.0,52153.0
103,2020-04-15,17053.0,322327.0,914438.0,651502.0,7731.0,54133.0
104,2020-04-16,18021.0,333853.0,942980.0,679663.0,7779.0,59718.0
105,2020-04-17,19294.0,346545.0,974746.0,707672.0,7797.0,65215.0
106,2020-04-18,20692.0,359174.0,1003969.0,742690.0,7871.0,70333.0
107,2020-04-19,21829.0,371051.0,1034608.0,776514.0,7928.0,75015.0
108,2020-04-20,23085.0,383446.0,1057295.0,807627.0,7961.0,80112.0
109,2020-04-21,24426.0,397595.0,1079641.0,836550.0,7978.0,84941.0
110,2020-04-22,25658.0,410934.0,1106082.0,866966.0,8004.0,88601.0
111,2020-04-23,27149.0,422938.0,1133195.0,896539.0,8015.0,94022.0
112,2020-04-24,28442.0,435664.0,1160654.0,930777.0,8031.0,99481.0
113,2020-04-25,29878.0,448711.0,1188128.0,967991.0,8056.0,117346.0
114,2020-04-26,31323.0,461192.0,1213530.0,1006826.0,8076.0,122681.0
115,2020-04-27,32777.0,472543.0,1233495.0,1043654.0,8087.0,132935.0
116,2020-04-28,33998.0,483865.0,1253973.0,1072901.0,8103.0,140038.0
117,2020-04-29,35668.0,495675.0,1275531.0,1100794.0,8120.0,147917.0
118,2020-04-30,37677.0,508436.0,1300194.0,1128811.0,8132.0,157612.0
119,2020-05-01,40130.0,521479.0,1325215.0,1159769.0,8152.0,168271.0
120,2020-05-02,41933.0,534916.0,1350236.0,1195158.0,8159.0,181478.0
121,2020-05-03,44003.0,546999.0,1373902.0,1232368.0,8179.0,194494.0
122,2020-05-04,45847.0,559382.0,1395329.0,1264838.0,8199.0,205598.0
123,2020-05-05,48578.0,574186.0,1414319.0,1295457.0,8223.0,217685.0
124,2020-05-06,50568.0,588759.0,1438635.0,1322381.0,8250.0,227876.0
125,2020-05-07,52592.0,604951.0,1465634.0,1349469.0,8280.0,238328.0
126,2020-05-08,55546.0,620593.0,1489534.0,1379600.0,8303.0,246673.0
127,2020-05-09,59295.0,636678.0,1513122.0,1412901.0,8322.0,270223.0
128,2020-05-10,62088.0,653260.0,1536017.0,1446750.0,8340.0,286460.0
129,2020-05-11,65429.0,670589.0,1555411.0,1476541.0,8355.0,303401.0
130,2020-05-12,68276.0,686392.0,1573735.0,1500708.0,8365.0,314720.0
131,2020-05-13,71383.0,705019.0,1597383.0,1525654.0,8382.0,325659.0
132,2020-05-14,74327.0,722678.0,1617764.0,1554251.0,8393.0,342177.0
133,2020-05-15,77579.0,742628.0,1639065.0,1576843.0,8409.0,361800.0
134,2020-05-16,80161.0,761545.0,1658077.0,1616929.0,8439.0,383897.0
135,2020-05-17,83381.0,781769.0,1677852.0,1649310.0,8459.0,407308.0
136,2020-05-18,87423.0,803344.0,1694420.0,1679672.0,8468.0,431569.0
137,2020-05-19,90333.0,824095.0,1710818.0,1703463.0,8487.0,447565.0
138,2020-05-20,93766.0,845500.0,1728314.0,1732498.0,8495.0,469542.0
139,2020-05-21,97805.0,869526.0,1748751.0,1760302.0,8517.0,498143.0
140,2020-05-22,102246.0,893421.0,1766822.0,1789620.0,8521.0,529120.0
141,2020-05-23,106363.0,918063.0,1783857.0,1822133.0,8535.0,558926.0
142,2020-05-24,110320.0,942100.0,1800851.0,1854700.0,8547.0,588529.0
143,2020-05-25,114723.0,965867.0,1816312.0,1881174.0,8550.0,615429.0
144,2020-05-26,118630.0,987117.0,1831063.0,1906293.0,8559.0,643260.0
145,2020-05-27,122407.0,1008836.0,1846766.0,1932713.0,8576.0,665151.0
146,2020-05-28,127695.0,1032512.0,1863821.0,1957407.0,8583.0,694837.0
147,2020-05-29,132524.0,1059075.0,1880261.0,1983829.0,8596.0,729452.0
148,2020-05-30,138449.0,1086970.0,1896604.0,2014763.0,8619.0,768405.0
149,2020-05-31,144591.0,1115298.0,1912977.0,2045388.0,8632.0,808738.0
150,2020-06-01,150233.0,1143679.0,1927595.0,2074771.0,8642.0,858051.0
151,2020-06-02,156305.0,1173146.0,1941373.0,2100755.0,8652.0,892310.0
152,2020-06-03,161341.0,1203411.0,1956468.0,2125404.0,8672.0,916347.0
153,2020-06-04,166652.0,1236088.0,1972801.0,2153630.0,8682.0,958767.0
154,2020-06-05,174494.0,1269259.0,1989079.0,2181456.0,8697.0,1000281.0
155,2020-06-06,180991.0,1302244.0,2005293.0,2209561.0,8708.0,1043798.0
156,2020-06-07,187941.0,1336322.0,2021050.0,2241613.0,8712.0,1087674.0
157,2020-06-08,193581.0,1369456.0,2037013.0,2270495.0,8718.0,1129623.0
158,2020-06-09,200539.0,1402721.0,2051002.0,2293862.0,8724.0,1161319.0
159,2020-06-10,207452.0,1437598.0,2066163.0,2320477.0,8730.0,1188244.0
160,2020-06-11,213937.0,1473577.0,2082325.0,2347583.0,8732.0,1234614.0
161,2020-06-12,221605.0,1511472.0,2098897.0,2378472.0,8750.0,1282573.0
162,2020-06-13,230013.0,1550368.0,2114623.0,2409532.0,8757.0,1331080.0
163,2020-06-14,239175.0,1589941.0,2130920.0,2446319.0,8770.0,1373952.0
164,2020-06-15,247888.0,1627895.0,2145475.0,2478937.0,8788.0,1411745.0
165,2020-06-16,256674.0,1664624.0,2159320.0,2504821.0,8806.0,1444165.0
166,2020-06-17,263864.0,1704092.0,2174357.0,2534670.0,8818.0,1478733.0
167,2020-06-18,273023.0,1745302.0,2190819.0,2568794.0,8844.0,1559754.0
168,2020-06-19,282549.0,1785659.0,2206861.0,2603943.0,8870.0,1606401.0
169,2020-06-20,291827.0,1828302.0,2223268.0,2641681.0,8897.0,1646183.0
170,2020-06-21,302579.0,1870759.0,2238343.0,2684532.0,8947.0,1716417.0
171,2020-06-22,311806.0,1911033.0,2251560.0,2725599.0,8976.0,1767187.0
172,2020-06-23,321164.0,1952841.0,2264608.0,2758690.0,8993.0,1800061.0
173,2020-06-24,330511.0,1996516.0,2278501.0,2797416.0,9013.0,1835602.0
174,2020-06-25,342012.0,2041923.0,2293762.0,2845287.0,9052.0,1889523.0
175,2020-06-26,354143.0,2086949.0,2308737.0,2891873.0,9105.0,1949730.0
176,2020-06-27,365899.0,2134233.0,2323199.0,2949373.0,9147.0,2005598.0
177,2020-06-28,378964.0,2182506.0,2337382.0,3005903.0,9199.0,2068492.0
178,2020-06-29,390083.0,2229726.0,2350229.0,3057043.0,9246.0,2124704.0
179,2020-06-30,400885.0,2273911.0,2362209.0,3101539.0,9334.0,2170800.0
180,2020-07-01,412591.0,2332201.0,2375319.0,3151945.0,9405.0,2209295.0
181,2020-07-02,426885.0,2382040.0,2389274.0,3210535.0,9514.0,2258160.0
182,2020-07-03,441267.0,2431968.0,2403085.0,3281633.0,9596.0,2320813.0
183,2020-07-04,456389.0,2484959.0,2416700.0,3349142.0,9856.0,2385437.0
184,2020-07-05,473092.0,2538692.0,2430345.0,3421799.0,9968.0,2443646.0
185,2020-07-06,487268.0,2591382.0,2442136.0,3479677.0,10057.0,2498520.0
186,2020-07-07,501693.0,2641751.0,2453851.0,3527747.0,10209.0,2541392.0
187,2020-07-08,515964.0,2693655.0,2467029.0,3590510.0,10383.0,2576764.0
188,2020-07-09,530056.0,2750509.0,2481213.0,3660181.0,10521.0,2637906.0
189,2020-07-10,548637.0,2806085.0,2495475.0,3736944.0,10699.0,2699682.0
190,2020-07-11,566572.0,2862250.0,2509855.0,3811387.0,11000.0,2760097.0
191,2020-07-12,585404.0,2918630.0,2524197.0,3892382.0,11204.0,2824168.0
192,2020-07-13,602248.0,2975276.0,2536288.0,3969701.0,11448.0,2881117.0
193,2020-07-14,618474.0,3032156.0,2547905.0,4036233.0,11632.0,2924378.0
194,2020-07-15,634595.0,3089016.0,2562312.0,4106755.0,11910.0,2961293.0
195,2020-07-16,653025.0,3149644.0,2577521.0,4185326.0,12156.0,3022140.0
196,2020-07-17,672633.0,3214127.0,2592867.0,4272595.0,12477.0,3081793.0
197,2020-07-18,691828.0,3276625.0,2607778.0,4355919.0,12903.0,3149365.0
198,2020-07-19,711316.0,3341827.0,2623509.0,4446586.0,13113.0,3206134.0
199,2020-07-20,730539.0,3407010.0,2637483.0,4527280.0,13481.0,3258279.0
200,2020-07-21,745302.0,3470471.0,2650846.0,4596545.0,13750.0,3303471.0
201,2020-07-22,758965.0,3536105.0,2666661.0,4670253.0,14128.0,3346393.0
202,2020-07-23,778611.0,3609737.0,2683946.0,4747501.0,14604.0,3409672.0
203,2020-07-24,797852.0,3686133.0,2701107.0,4834242.0,15021.0,3501494.0
204,2020-07-25,818715.0,3762580.0,2718068.0,4921798.0,15311.0,3583904.0
205,2020-07-26,836957.0,3836115.0,2736412.0,5009770.0,15674.0,3661037.0
206,2020-07-27,855100.0,3910029.0,2751487.0,5081748.0,16151.0,3735277.0
207,2020-07-28,868254.0,3983737.0,2766131.0,5147652.0,16696.0,3784198.0
208,2020-07-29,881557.0,4066503.0,2783696.0,5215939.0,17069.0,3832681.0
209,2020-07-30,899345.0,4152058.0,2803441.0,5288778.0,17352.0,3900263.0
210,2020-07-31,917589.0,4242045.0,2822793.0,5367385.0,18077.0,3995629.0
211,2020-08-01,935236.0,4332300.0,2841499.0,5446683.0,18693.0,4080780.0
212,2020-08-02,951425.0,4421173.0,2861758.0,5528137.0,19094.0,4159968.0
213,2020-08-03,965326.0,4505573.0,2879268.0,5592708.0,19757.0,4236638.0
214,2020-08-04,975982.0,4588442.0,2895025.0,5650491.0,20170.0,4294566.0
215,2020-08-05,985704.0,4677954.0,2915097.0,5708731.0,20588.0,4338686.0
216,2020-08-06,1000538.0,4769616.0,2937798.0,5774526.0,21356.0,4418203.0
217,2020-08-07,1014802.0,4867812.0,2959747.0,5842719.0,21793.0,4508216.0
218,2020-08-08,1028323.0,4964483.0,2981684.0,5908754.0,22248.0,4592387.0
219,2020-08-09,1042239.0,5061541.0,3005561.0,5984176.0,22676.0,4672055.0
220,2020-08-10,1054695.0,5153183.0,3024810.0,6044162.0,23088.0,4751853.0
221,2020-08-11,1063230.0,5242117.0,3043225.0,6097264.0,23409.0,4804864.0
222,2020-08-12,1070934.0,5336992.0,3067026.0,6153325.0,23788.0,4855323.0
223,2020-08-13,1080233.0,5438291.0,3094623.0,6225285.0,24313.0,4940641.0
224,2020-08-14,1090721.0,5537822.0,3119398.0,6291868.0,24588.0,5031122.0
225,2020-08-15,1103718.0,5639705.0,3144806.0,6356207.0,25037.0,5123892.0
226,2020-08-16,1115493.0,5736650.0,3174511.0,6424249.0,25356.0,5205092.0
227,2020-08-17,1125460.0,5825431.0,3197379.0,6483327.0,25666.0,5279015.0
228,2020-08-18,1134345.0,5912346.0,3218717.0,6531547.0,26051.0,5336810.0
229,2020-08-19,1142937.0,6012673.0,3245322.0,6584873.0,26304.0,5383944.0
230,2020-08-20,1153716.0,6117890.0,3277217.0,6638095.0,26584.0,5466650.0
231,2020-08-21,1164236.0,6221445.0,3306562.0,6695962.0,26965.0,5553516.0
232,2020-08-22,1175141.0,6324602.0,3335995.0,6753619.0,27251.0,5631087.0
233,2020-08-23,1185406.0,6426517.0,3370297.0,6812681.0,27502.0,5689054.0
234,2020-08-24,1194903.0,6516095.0,3397594.0,6862833.0,27811.0,5774492.0
235,2020-08-25,1202315.0,6610648.0,3423023.0,6905886.0,28032.0,5829616.0
236,2020-08-26,1210006.0,6710449.0,3453355.0,6954415.0,28294.0,5879229.0
237,2020-08-27,1218912.0,6821606.0,3489747.0,7006823.0,28607.0,5960425.0
238,2020-08-28,1227599.0,6932422.0,3522838.0,7065631.0,28885.0,6039970.0
239,2020-08-29,1235439.0,7043037.0,3554089.0,7124780.0,29143.0,6116055.0
240,2020-08-30,1244118.0,7153145.0,3593772.0,7182953.0,29312.0,6187909.0
241,2020-08-31,1253564.0,7262726.0,3625156.0,7231792.0,29489.0,6265169.0
242,2020-09-01,1260780.0,7364154.0,3654609.0,7274425.0,29673.0,6312822.0
243,2020-09-02,1267405.0,7475199.0,3688767.0,7325635.0,29829.0,6386248.0
244,2020-09-03,1275783.0,7592829.0,3730010.0,7377180.0,30019.0,6459660.0
245,2020-09-04,1283747.0,7710531.0,3766994.0,7433458.0,30265.0,6539187.0
246,2020-09-05,1292811.0,7832394.0,3803242.0,7489798.0,30458.0,6612013.0
247,2020-09-06,1300322.0,7955011.0,3850290.0,7553264.0,30622.0,6690279.0
248,2020-09-07,1308834.0,8077822.0,3888269.0,7601401.0,30725.0,6744774.0
249,2020-09-08,1315232.0,8185524.0,3924117.0,7641629.0,30811.0,6791037.0
250,2020-09-09,1322985.0,8311655.0,3966073.0,7677302.0,30964.0,6825609.0
251,2020-09-10,1331074.0,8444540.0,4014202.0,7718955.0,31142.0,6870796.0
252,2020-09-11,1339596.0,8580039.0,4057799.0,7765246.0,31356.0,6938957.0
253,2020-09-12,1347718.0,8715090.0,4099819.0,7814801.0,31450.0,7009061.0
254,2020-09-13,1355906.0,8846181.0,4154263.0,7870707.0,31590.0,7080338.0
255,2020-09-14,1363092.0,8973645.0,4197635.0,7919157.0,31673.0,7146008.0
256,2020-09-15,1369052.0,9096292.0,4239267.0,7958268.0,31798.0,7192334.0
257,2020-09-16,1376031.0,9226960.0,4289977.0,8004769.0,31920.0,7233465.0
258,2020-09-17,1383707.0,9364204.0,4347550.0,8050647.0,32075.0,7298973.0
259,2020-09-18,1392549.0,9501594.0,4400961.0,8103562.0,32176.0,7367249.0
260,2020-09-19,1401088.0,9634601.0,4450268.0,8160604.0,32302.0,7430910.0
261,2020-09-20,1409984.0,9765137.0,4515247.0,8221006.0,32426.0,7495783.0
262,2020-09-21,1417340.0,9888918.0,4565208.0,8271204.0,32475.0,7558768.0
263,2020-09-22,1422873.0,10001920.0,4612497.0,8312301.0,32570.0,7603981.0
264,2020-09-23,1430968.0,10127457.0,4666501.0,8366865.0,32648.0,7644369.0
265,2020-09-24,1439170.0,10258330.0,4728968.0,8428080.0,32806.0,7707795.0
266,2020-09-25,1447759.0,10388731.0,4786976.0,8481255.0,32846.0,7773336.0
267,2020-09-26,1455595.0,10517119.0,4843320.0,8539045.0,32999.0,7834354.0
268,2020-09-27,1463225.0,10645695.0,4909695.0,8600364.0,33087.0,7892959.0
269,2020-09-28,1470116.0,10765206.0,4963983.0,8650465.0,33114.0,7954010.0
270,2020-09-29,1477088.0,10871637.0,5017604.0,8692355.0,33155.0,7998406.0
271,2020-09-30,1484301.0,10993057.0,5084240.0,8743129.0,33377.0,8038853.0
272,2020-10-01,1493168.0,11126230.0,5161115.0,8794482.0,33571.0,8099106.0
273,2020-10-02,1501591.0,11253495.0,5235956.0,8852456.0,33659.0,8160779.0
274,2020-10-03,1508904.0,11375786.0,5307540.0,8911200.0,33918.0,8219822.0
275,2020-10-04,1519386.0,11490412.0,5399163.0,8973738.0,34015.0,8274618.0
276,2020-10-05,1526209.0,11605642.0,5474714.0,9029627.0,34032.0,8329797.0
277,2020-10-06,1533801.0,11709525.0,5553039.0,9072907.0,34368.0,8367619.0
278,2020-10-07,1540689.0,11827264.0,5652282.0,9126914.0,34459.0,8407010.0
279,2020-10-08,1551199.0,11951937.0,5764708.0,9182401.0,34650.0,8481193.0
280,2020-10-09,1559358.0,12064119.0,5873445.0,9247741.0,34749.0,8542752.0
281,2020-10-10,1570749.0,12181091.0,5982252.0,9316500.0,35164.0,8597393.0
282,2020-10-11,1581930.0,12293220.0,6113981.0,9388558.0,35249.0,8651613.0
283,2020-10-12,1591598.0,12399202.0,6220349.0,9452020.0,35296.0,8703141.0
284,2020-10-13,1599575.0,12497423.0,6327728.0,9503856.0,35917.0,8747348.0
285,2020-10-14,1607338.0,12603895.0,6465951.0,9563986.0,36046.0,8785997.0
286,2020-10-15,1616287.0,12716951.0,6623013.0,9630847.0,36481.0,8824805.0
287,2020-10-16,1625737.0,12825980.0,6774672.0,9702431.0,36596.0,8882135.0
288,2020-10-17,1639760.0,12931995.0,6919848.0,9779460.0,36942.0,8936127.0
289,2020-10-18,1649251.0,13035330.0,7101839.0,9862064.0,37045.0,8989433.0
290,2020-10-19,1659818.0,13132664.0,7258491.0,9926377.0,37111.0,9044312.0
291,2020-10-20,1668999.0,13222277.0,7413899.0,9982811.0,38012.0,9085211.0
292,2020-10-21,1677707.0,13323318.0,7622921.0,10059899.0,38198.0,9128436.0
293,2020-10-22,1688374.0,13427306.0,7862391.0,10133981.0,38846.0,9182467.0
294,2020-10-23,1700585.0,13532495.0,8081857.0,10218190.0,38967.0,9236242.0
295,2020-10-24,1712010.0,13633043.0,8289552.0,10307959.0,39778.0,9288818.0
296,2020-10-25,1723598.0,13729254.0,8551239.0,10405027.0,39828.0,9341656.0
297,2020-10-26,1732506.0,13817941.0,8767307.0,10490900.0,39900.0,9399649.0
298,2020-10-27,1741671.0,13897308.0,8973268.0,10564246.0,40658.0,9441337.0
299,2020-10-28,1750917.0,13991344.0,9244933.0,10650055.0,40754.0,9485534.0
300,2020-10-29,1761389.0,14091420.0,9532639.0,10740991.0,41592.0,9541971.0
301,2020-10-30,1775824.0,14191779.0,9796622.0,10840297.0,41680.0,9598788.0
302,2020-10-31,1787514.0,14289231.0,10047685.0,10946472.0,41777.0,9650400.0
303,2020-11-01,1798855.0,14383064.0,10351014.0,11059021.0,41845.0,9694968.0
304,2020-11-02,1808310.0,14476215.0,10588558.0,11162170.0,41864.0,9742836.0
305,2020-11-03,1816737.0,14567026.0,10811198.0,11312194.0,43270.0,9778620.0
306,2020-11-04,1827854.0,14667281.0,11094232.0,11410861.0,43693.0,9811413.0
307,2020-11-05,1842274.0,14772547.0,11395791.0,11524521.0,44127.0,9848000.0
308,2020-11-06,1856092.0,14875394.0,11674571.0,11654626.0,44710.0,9899480.0
309,2020-11-07,1869736.0,14984108.0,11941720.0,11793406.0,45032.0,9945088.0
310,2020-11-08,1883099.0,15084448.0,12232920.0,11942237.0,45081.0,9985245.0
311,2020-11-09,1895096.0,15182932.0,12461828.0,12083365.0,45213.0,10033932.0
312,2020-11-10,1904420.0,15277671.0,12651495.0,12205549.0,46135.0,10068486.0
313,2020-11-11,1918490.0,15379485.0,12931514.0,12347072.0,46615.0,10100185.0
314,2020-11-12,1932801.0,15487595.0,13212353.0,12511375.0,47073.0,10149276.0
315,2020-11-13,1947735.0,15594249.0,13477763.0,12683894.0,47347.0,10222973.0
316,2020-11-14,1963348.0,15700030.0,13737979.0,12864698.0,47649.0,10277160.0
317,2020-11-15,1977319.0,15798343.0,14003484.0,13059609.0,47702.0,10325532.0
318,2020-11-16,1989999.0,15884642.0,14211431.0,13237002.0,47875.0,10388447.0
319,2020-11-17,2000239.0,15973139.0,14412708.0,13386203.0,48373.0,10425563.0
320,2020-11-18,2013370.0,16075364.0,14653134.0,13552191.0,48687.0,10459108.0
321,2020-11-19,2029198.0,16190052.0,14908725.0,13739082.0,49039.0,10515326.0
322,2020-11-20,2044059.0,16303461.0,15161235.0,13929170.0,49348.0,10571406.0
323,2020-11-21,2058879.0,16416990.0,15402007.0,14136050.0,49559.0,10625533.0
324,2020-11-22,2072562.0,16527742.0,15636549.0,14348760.0,49611.0,10680925.0
325,2020-11-23,2085300.0,16638653.0,15816389.0,14537288.0,49699.0,10731042.0
326,2020-11-24,2095013.0,16742790.0,15986323.0,14699153.0,50085.0,10771378.0
327,2020-11-25,2108159.0,16857306.0,16198538.0,14880373.0,50408.0,10806458.0
328,2020-11-26,2123021.0,16973198.0,16428940.0,15076504.0,50746.0,10858411.0
329,2020-11-27,2136934.0,17106148.0,16657273.0,15291930.0,50909.0,10928523.0
330,2020-11-28,2153102.0,17236509.0,16873158.0,15458080.0,51150.0,10986872.0
331,2020-11-29,2166439.0,17364283.0,17078729.0,15643191.0,51178.0,11042123.0
332,2020-11-30,2179922.0,17486711.0,17232456.0,15804059.0,51236.0,11117071.0
333,2020-12-01,2189694.0,17605389.0,17391858.0,15958680.0,51564.0,11163552.0
334,2020-12-02,2202901.0,17729403.0,17590783.0,16132944.0,51796.0,11204615.0
335,2020-12-03,2218277.0,17858159.0,17808125.0,16348229.0,52011.0,11276540.0
336,2020-12-04,2234537.0,17987620.0,18025593.0,16583939.0,52233.0,11347917.0
337,2020-12-05,2250613.0,18114873.0,18235196.0,16825862.0,52488.0,11417613.0
338,2020-12-06,2265683.0,18237609.0,18439918.0,17073655.0,52516.0,11482550.0
339,2020-12-07,2279852.0,18352941.0,18595543.0,17298780.0,52553.0,11544522.0
340,2020-12-08,2290462.0,18466695.0,18758675.0,17491220.0,52592.0,11587699.0
341,2020-12-09,2305967.0,18584963.0,18964351.0,17699546.0,52843.0,11625388.0
342,2020-12-10,2324433.0,18702463.0,19185715.0,17952017.0,52940.0,11696738.0
343,2020-12-11,2343056.0,18818491.0,19412818.0,18199786.0,53090.0,11770005.0
344,2020-12-12,2361793.0,18932765.0,19634164.0,18435296.0,53248.0,11840906.0
345,2020-12-13,2379611.0,19039947.0,19851721.0,18708140.0,53276.0,11914346.0
346,2020-12-14,2395873.0,19138431.0,20021810.0,18945366.0,53305.0,11980538.0
347,2020-12-15,2410100.0,19238006.0,20195755.0,19142071.0,53452.0,12024643.0
348,2020-12-16,2427837.0,19345853.0,20424556.0,19366801.0,53601.0,12070267.0
349,2020-12-17,2448841.0,19451625.0,20674930.0,19592544.0,53734.0,12137247.0
350,2020-12-18,2469166.0,19551719.0,20924222.0,19859731.0,53947.0,12233962.0
351,2020-12-19,2488386.0,19654453.0,21157030.0,20133194.0,54042.0,12327626.0
352,2020-12-20,2509052.0,19747846.0,21382640.0,20396972.0,54088.0,12405846.0
353,2020-12-21,2527594.0,19836934.0,21557836.0,20620185.0,54140.0,12486306.0
354,2020-12-22,2543847.0,19920805.0,21748742.0,20822569.0,54337.0,12537322.0
355,2020-12-23,2564152.0,20010163.0,21989439.0,21032306.0,54458.0,12586602.0
356,2020-12-24,2590349.0,20100691.0,22239020.0,21257009.0,54551.0,12666496.0
357,2020-12-25,2616208.0,20189389.0,22469847.0,21511194.0,54689.0,12738170.0
358,2020-12-26,2641471.0,20274117.0,22641951.0,21738394.0,54691.0,12827247.0
359,2020-12-27,2662452.0,20347987.0,22782852.0,21912692.0,54742.0,12876289.0
360,2020-12-28,2680827.0,20418784.0,22944443.0,22078438.0,54759.0,12920340.0
361,2020-12-29,2696702.0,20493895.0,23139510.0,22249200.0,54944.0,12966476.0
362,2020-12-30,2716637.0,20575603.0,23381875.0,22454186.0,55071.0,13015356.0
363,2020-12-31,2747852.0,20660423.0,23675793.0,22695936.0,55184.0,13099969.0
364,2021-01-01,2777482.0,20743243.0,23956985.0,22963880.0,55296.0,13180127.0
365,2021-01-02,2803479.0,20818669.0,24153941.0,23222575.0,55324.0,13271310.0
366,2021-01-03,2827282.0,20887342.0,24320585.0,23467955.0,55380.0,13322023.0
367,2021-01-04,2849829.0,20955330.0,24514544.0,23712089.0,55423.0,13369337.0
368,2021-01-05,2872026.0,21033375.0,24727099.0,23934482.0,55524.0,13416664.0
369,2021-01-06,2899460.0,21115981.0,25020028.0,24143338.0,55649.0,13468731.0
370,2021-01-07,2936470.0,21204144.0,25320021.0,24419852.0,55736.0,13564968.0
371,2021-01-08,2971698.0,21291993.0,25569756.0,24715546.0,55819.0,13669667.0
372,2021-01-09,3008846.0,21380552.0,25814347.0,25022513.0,55914.0,13795279.0
373,2021-01-10,3044196.0,21462299.0,26064160.0,25352735.0,55959.0,13884562.0
374,2021-01-11,3074805.0,21539090.0,26250880.0,25636119.0,55984.0,13988006.0
375,2021-01-12,3103368.0,21616705.0,26435533.0,25881642.0,56121.0,14057617.0
376,2021-01-13,3128871.0,21700782.0,26688102.0,26121546.0,56220.0,14121318.0
377,2021-01-14,3163111.0,21786354.0,26947473.0,26375837.0,56337.0,14224038.0
378,2021-01-15,3197628.0,21873604.0,27187177.0,26637785.0,56484.0,14325991.0
379,2021-01-16,3229237.0,21960150.0,27406817.0,26895969.0,56554.0,14435338.0
380,2021-01-17,3258042.0,22038329.0,27635980.0,27166282.0,56596.0,14552447.0
381,2021-01-18,3283918.0,22109108.0,27801847.0,27400283.0,56624.0,14661673.0
382,2021-01-19,3306134.0,22181614.0,27963008.0,27606651.0,56700.0,14736620.0
